﻿Monthly Mean Discharge (m3/s) (PARAM = 1) and Monthly Mean Water Level (m) (PARAM = 2)
 ID,PARAM,MM--YYYY,Value
08MF005,2,03--2003,3.219
08MF005,2,04--2003,4.424
08MF005,2,05--2003,5.530
08MF005,2,06--2003,7.100
08MF005,2,07--2003,
08MF005,2,08--2003,
08MF005,2,09--2003,4.144
08MF005,2,10--2003,
08MF005,2,11--2003,
08MF005,2,12--2003,
08MF005,2,01--2004,
08MF005,2,02--2004,3.083
08MF005,2,03--2004,3.333
08MF005,2,04--2004,4.723
08MF005,2,05--2004,5.962
08MF005,2,06--2004,6.519
08MF005,2,07--2004,5.645
08MF005,2,08--2004,4.797
08MF005,2,09--2004,5.246
08MF005,2,10--2004,4.609
08MF005,2,11--2004,4.728
08MF005,2,12--2004,4.191
08MF005,2,01--2005,4.170
08MF005,2,02--2005,4.549
08MF005,2,03--2005,4.211
08MF005,2,04--2005,4.640
08MF005,2,05--2005,6.561
08MF005,2,06--2005,6.917
08MF005,2,07--2005,6.328
08MF005,2,08--2005,4.990
08MF005,2,09--2005,4.350
08MF005,2,10--2005,4.714
08MF005,2,11--2005,4.399
08MF005,2,12--2005,3.793
08MF005,2,01--2006,3.873
08MF005,2,02--2006,3.445
08MF005,2,03--2006,3.248
08MF005,2,04--2006,4.303
08MF005,2,05--2006,6.120
08MF005,2,06--2006,7.010
08MF005,2,07--2006,5.725
08MF005,2,08--2006,4.615
08MF005,2,09--2006,3.842
08MF005,2,10--2006,3.375
08MF005,2,11--2006,3.838
08MF005,2,12--2006,3.294
08MF005,2,01--2007,3.182
08MF005,2,02--2007,
08MF005,2,03--2007,3.839
08MF005,2,04--2007,
08MF005,2,05--2007,6.774
08MF005,2,06--2007,8.191
08MF005,2,07--2007,7.130
08MF005,2,08--2007,5.365
08MF005,2,09--2007,4.419
08MF005,2,10--2007,4.675
08MF005,2,11--2007,4.721
08MF005,2,12--2007,3.850
08MF005,2,01--2008,
08MF005,2,02--2008,3.288
08MF005,2,03--2008,3.290
08MF005,2,04--2008,3.546
08MF005,2,05--2008,6.876
08MF005,2,06--2008,7.675
08MF005,2,07--2008,
08MF005,2,08--2008,
08MF005,2,09--2008,
08MF005,2,10--2008,
08MF005,2,11--2008,4.177
08MF005,2,12--2008,
08MF005,2,01--2009,3.398
08MF005,2,02--2009,3.159
08MF005,2,03--2009,3.067
08MF005,2,04--2009,4.225
08MF005,2,05--2009,6.284
08MF005,2,06--2009,7.402
08MF005,2,07--2009,6.113
08MF005,2,08--2009,5.016
08MF005,2,09--2009,4.226
08MF005,2,10--2009,3.633
08MF005,2,11--2009,3.968
08MF005,2,12--2009,3.303
08MF005,2,01--2010,3.328
08MF005,2,02--2010,3.119
08MF005,2,03--2010,3.352
08MF005,2,04--2010,4.131
08MF005,2,05--2010,5.457
08MF005,2,06--2010,6.727
08MF005,2,07--2010,5.952
08MF005,2,08--2010,4.886
08MF005,2,09--2010,4.263
08MF005,2,10--2010,4.335
08MF005,2,11--2010,3.726
08MF005,2,12--2010,3.369
08MF005,2,01--2011,3.205
08MF005,2,02--2011,3.215
08MF005,2,03--2011,3.074
08MF005,2,04--2011,3.700
08MF005,2,05--2011,6.780
08MF005,2,06--2011,8.599
08MF005,2,07--2011,8.170
08MF005,2,08--2011,6.079
08MF005,2,09--2011,4.786
08MF005,2,10--2011,4.543
08MF005,2,11--2011,3.884
08MF005,2,12--2011,3.590
08MF005,2,01--2012,
08MF005,2,02--2012,3.342
08MF005,2,03--2012,3.300
08MF005,2,04--2012,4.633
08MF005,2,05--2012,6.878
08MF005,2,06--2012,8.676
08MF005,2,07--2012,8.012
08MF005,2,08--2012,5.834
08MF005,2,09--2012,4.284
08MF005,2,10--2012,4.007
08MF005,2,11--2012,3.916
08MF005,2,12--2012,
08MF005,2,01--2013,3.154
08MF005,2,02--2013,3.107
08MF005,2,03--2013,3.304
08MF005,2,04--2013,4.773
08MF005,2,05--2013,7.564
08MF005,2,06--2013,
08MF005,2,07--2013,6.420
08MF005,2,08--2013,5.017
08MF005,2,09--2013,4.394
08MF005,2,10--2013,
08MF005,2,11--2013,3.560
08MF005,2,12--2013,3.294
08MF005,2,01--2014,3.526
08MF005,2,02--2014,3.004
08MF005,2,03--2014,3.159
08MF005,2,04--2014,4.242
08MF005,2,05--2014,7.331
08MF005,2,06--2014,7.720
08MF005,2,07--2014,6.537
08MF005,2,08--2014,5.138
08MF005,2,09--2014,4.307
08MF005,2,10--2014,4.499
08MF005,2,11--2014,4.718
08MF005,2,12--2014,4.183
08MF005,2,01--2015,3.786
08MF005,2,02--2015,4.424
08MF005,2,03--2015,4.785
08MF005,2,04--2015,5.693
08MF005,2,05--2015,6.600
08MF005,2,06--2015,7.143
08MF005,2,07--2015,5.625
08MF005,2,08--2015,4.610
08MF005,2,09--2015,4.424
08MF005,2,10--2015,4.334
08MF005,2,11--2015,4.099
08MF005,2,12--2015,3.571
08MF005,2,01--2016,3.331
08MF005,2,02--2016,3.645
08MF005,2,03--2016,3.902
08MF005,2,04--2016,5.697
08MF005,2,05--2016,6.593
08MF005,2,06--2016,6.452
08MF005,2,07--2016,6.075
08MF005,2,08--2016,4.984
08MF005,2,09--2016,4.626
08MF005,2,10--2016,4.475
08MF005,2,11--2016,4.957
08MF005,2,12--2016,3.839
08MF005,2,01--2017,3.565
08MF005,2,02--2017,3.387
08MF005,2,03--2017,3.443
08MF005,2,04--2017,4.664
08MF005,2,05--2017,6.719
08MF005,2,06--2017,7.932
08MF005,2,07--2017,6.037
08MF005,2,08--2017,4.723
08MF005,2,09--2017,4.049
08MF005,2,10--2017,4.168
08MF005,2,11--2017,4.033
08MF005,2,12--2017,3.446
08MF005,2,01--2018,3.205
08MF005,2,02--2018,3.183
08MF005,2,03--2018,3.044
08MF005,2,04--2018,4.102
08MF005,2,05--2018,8.539
08MF005,2,06--2018,7.131
08MF005,2,07--2018,6.097
08MF005,2,08--2018,4.837
08MF005,2,09--2018,4.002
08MF005,2,10--2018,3.597
08MF005,2,11--2018,4.111
08MF005,2,12--2018,3.590
08MF005,2,01--2019,3.370
08MF005,2,02--2019,
08MF005,2,03--2019,
08MF005,2,04--2019,4.897
08MF005,2,05--2019,6.230
08MF005,2,06--2019,6.686
08MF005,2,07--2019,6.057
08MF005,2,08--2019,5.372
08MF005,2,09--2019,4.868
08MF005,2,10--2019,4.716
08MF005,2,11--2019,4.757
08MF005,2,12--2019,3.763
08MF005,2,01--2020,3.479
08MF005,2,02--2020,3.520
08MF005,2,03--2020,3.168
08MF005,2,04--2020,4.401
08MF005,2,05--2020,7.386
08MF005,2,06--2020,8.353
08MF005,2,07--2020,8.219
08MF005,2,08--2020,5.916
08MF005,2,09--2020,4.826
08MF005,2,10--2020,4.965
08MF005,2,11--2020,5.109
08MF005,2,12--2020,4.190
